epoch,acc,loss,lr,val_acc,val_loss
0,0.8641188740730286,0.5732065439224243,0.001,0.8754789233207703,0.4171934723854065
1,0.9365180730819702,0.24041131138801575,0.001,0.9636015295982361,0.12516222894191742
2,0.9539278149604797,0.16908282041549683,0.001,0.9406130313873291,0.23876482248306274
3,0.965817391872406,0.1272989958524704,0.001,0.9731800556182861,0.08517057448625565
4,0.9632696509361267,0.1328701376914978,0.001,0.9731800556182861,0.10442931950092316
5,0.9743099808692932,0.09010448306798935,0.001,0.8984674215316772,0.5310134291648865
6,0.9698513746261597,0.11553096026182175,0.001,0.969348669052124,0.12608304619789124
7,0.9738853573799133,0.10041919350624084,0.001,0.975095808506012,0.06986106932163239
8,0.9802547693252563,0.07233748584985733,0.001,0.9731800556182861,0.10949438065290451
9,0.9796178340911865,0.08144883066415787,0.001,0.969348669052124,0.1226675808429718
10,0.9796178340911865,0.08869797736406326,0.001,0.977011501789093,0.07489755749702454
11,0.9838641285896301,0.0665736123919487,0.001,0.9272030591964722,0.41122812032699585
12,0.9832271933555603,0.05953223258256912,0.001,0.977011501789093,0.0747944787144661
13,0.9944798350334167,0.018705368041992188,0.00020000001,0.9731800556182861,0.07742549479007721
14,0.9938428997993469,0.016848163679242134,0.00020000001,0.9731800556182861,0.07603362947702408
15,0.9932059645652771,0.01726476103067398,0.00020000001,0.9789271950721741,0.07160796970129013
16,0.9959660172462463,0.012608298100531101,0.00020000001,0.9789271950721741,0.06119563430547714
17,0.9953290820121765,0.013630901463329792,0.00020000001,0.969348669052124,0.08270715922117233
18,0.9951167702674866,0.014746804721653461,0.00020000001,0.9712643623352051,0.0914563238620758
19,0.9963906407356262,0.010786285623908043,0.00020000001,0.977011501789093,0.06206897646188736
20,0.9944798350334167,0.01746373623609543,0.00020000001,0.9731800556182861,0.06613551825284958
21,0.9961783289909363,0.01059968676418066,0.00020000001,0.9731800556182861,0.09975594282150269
22,0.9978768825531006,0.009488583542406559,4.0000003e-05,0.977011501789093,0.059871479868888855
23,0.9966029524803162,0.009863562881946564,4.0000003e-05,0.9808428883552551,0.05598429590463638
