epoch,acc,loss,lr,val_acc,val_loss
0,0.7403396964073181,0.5492449998855591,0.01,0.7432950139045715,0.5338333249092102
1,0.7518046498298645,0.4438130855560303,0.01,0.7432950139045715,0.5128641724586487
2,0.8108280301094055,0.3257761597633362,0.01,0.7432950139045715,0.7646533250808716
3,0.8611465096473694,0.26504483819007874,0.01,0.7490421533584595,0.692188560962677
4,0.9050955176353455,0.2143772840499878,0.01,0.9176245331764221,0.22642271220684052
5,0.9210191369056702,0.2020534723997116,0.01,0.8965517282485962,0.294816792011261
6,0.9341825842857361,0.1840030997991562,0.01,0.8716475367546082,0.4250797927379608
7,0.9405519962310791,0.16654999554157257,0.01,0.9137930870056152,0.2675647437572479
8,0.9456475377082825,0.1574893444776535,0.01,0.9291187524795532,0.21277308464050293
9,0.9443736672401428,0.1496765911579132,0.01,0.9233716726303101,0.22497205436229706
10,0.9494692087173462,0.14019422233104706,0.01,0.946360170841217,0.16828010976314545
11,0.9515923857688904,0.1354389488697052,0.01,0.954023003578186,0.16055920720100403
12,0.9539278149604797,0.1301247924566269,0.01,0.9559386968612671,0.14030487835407257
13,0.95307856798172,0.126483753323555,0.01,0.9482758641242981,0.11589891463518143
14,0.9605095386505127,0.11966223269701004,0.01,0.9444444179534912,0.14389249682426453
15,0.9598726034164429,0.11171293258666992,0.01,0.931034505367279,0.1764979511499405
16,0.966029703617096,0.10320800542831421,0.01,0.9425287246704102,0.13193732500076294
17,0.9636942744255066,0.10224516689777374,0.01,0.959770143032074,0.13601134717464447
18,0.9679405689239502,0.09091133624315262,0.01,0.8467432856559753,0.5975469350814819
19,0.9679405689239502,0.08604145050048828,0.0019999999,0.9636015295982361,0.12496612221002579
20,0.9755838513374329,0.07166735827922821,0.0019999999,0.9559386968612671,0.15898223221302032
21,0.9760084748268127,0.06896305829286575,0.0019999999,0.9636015295982361,0.11172828823328018
22,0.9753715395927429,0.06812550127506256,0.0019999999,0.9636015295982361,0.1255357712507248
23,0.9785562753677368,0.06497838348150253,0.0019999999,0.9578543901443481,0.15034113824367523
24,0.9794055223464966,0.06484232097864151,0.0019999999,0.9636015295982361,0.12256212532520294
25,0.9800424575805664,0.06485013663768768,0.0019999999,0.9636015295982361,0.13501620292663574
26,0.977919340133667,0.06289082765579224,0.0019999999,0.9655172228813171,0.13872580230236053
27,0.9821656346321106,0.057537518441677094,0.00039999996,0.961685836315155,0.13144750893115997
28,0.9834395051002502,0.0575658455491066,0.00039999996,0.961685836315155,0.15083305537700653
29,0.9808917045593262,0.05564846098423004,0.00039999996,0.961685836315155,0.1391230970621109
30,0.9828025698661804,0.05551757290959358,0.00039999996,0.961685836315155,0.13785485923290253
31,0.9819532632827759,0.055765219032764435,0.00039999996,0.961685836315155,0.12842153012752533
32,0.9828025698661804,0.057325027883052826,7.999999e-05,0.961685836315155,0.13117599487304688
33,0.981316328048706,0.05775294080376625,7.999999e-05,0.961685836315155,0.13276134431362152
34,0.9836518168449402,0.05413024500012398,7.999999e-05,0.961685836315155,0.13295191526412964
35,0.9832271933555603,0.054608505219221115,7.999999e-05,0.961685836315155,0.1316642314195633
36,0.9828025698661804,0.05259113013744354,7.999999e-05,0.961685836315155,0.13388881087303162
37,0.9817409515380859,0.05737162008881569,1.5999998e-05,0.961685836315155,0.1337449550628662
38,0.9819532632827759,0.05570422112941742,1.5999998e-05,0.961685836315155,0.13369525969028473
39,0.9823779463768005,0.057302623987197876,1.5999998e-05,0.961685836315155,0.13361656665802002
40,0.9828025698661804,0.053593385964632034,1.5999998e-05,0.961685836315155,0.13343989849090576
41,0.9828025698661804,0.0557003989815712,1.5999998e-05,0.961685836315155,0.13334020972251892
42,0.9821656346321106,0.05707767605781555,1e-05,0.961685836315155,0.1331271082162857
43,0.9823779463768005,0.0549294650554657,1e-05,0.961685836315155,0.13298669457435608
44,0.9823779463768005,0.056842442601919174,1e-05,0.961685836315155,0.13307011127471924
45,0.981528639793396,0.05540452525019646,1e-05,0.961685836315155,0.13323912024497986
46,0.9821656346321106,0.05533247068524361,1e-05,0.961685836315155,0.1327662169933319
47,0.9825902581214905,0.058426640927791595,1e-05,0.961685836315155,0.13303489983081818
48,0.9808917045593262,0.05542623996734619,1e-05,0.961685836315155,0.13282017409801483
49,0.981316328048706,0.054132070392370224,1e-05,0.961685836315155,0.13275551795959473
