epoch,acc,loss,lr,val_acc,val_loss
0,0.6681528687477112,3.254606008529663,0.001,0.3256705105304718,5.965576648712158
1,0.7789809107780457,1.8734607696533203,0.001,0.8045976758003235,1.3283182382583618
2,0.815711259841919,1.5152795314788818,0.001,0.931034505367279,0.3457707166671753
3,0.8407643437385559,1.3290873765945435,0.001,0.9521072506904602,0.2787986397743225
4,0.856050968170166,1.2756818532943726,0.001,0.8544061183929443,0.9783300757408142
5,0.8660297393798828,1.062108039855957,0.001,0.8486589789390564,1.2461751699447632
6,0.8743099570274353,1.0048906803131104,0.001,0.9272030591964722,0.4805862009525299
7,0.8912951350212097,0.9271457195281982,0.001,0.7432950139045715,6.055837631225586
8,0.8946921229362488,1.0019103288650513,0.001,0.9482758641242981,0.26064905524253845
9,0.8919320702552795,0.9043323397636414,0.001,0.946360170841217,0.3233443796634674
10,0.8997876644134521,0.912685751914978,0.001,0.9042145609855652,0.8083239197731018
11,0.9027600884437561,0.8602024912834167,0.001,0.8831417560577393,1.0815441608428955
12,0.9023354649543762,0.912545382976532,0.001,0.9655172228813171,0.2692164182662964
13,0.9091295003890991,0.7555442452430725,0.001,0.9406130313873291,0.3814041018486023
14,0.9562632441520691,0.29455724358558655,0.00020000001,0.9636015295982361,0.2226075977087021
15,0.9566879272460938,0.2848994731903076,0.00020000001,0.9444444179534912,0.3891538381576538
16,0.9549893736839294,0.30021214485168457,0.00020000001,0.9655172228813171,0.20683372020721436
17,0.9585987329483032,0.26587164402008057,0.00020000001,0.9636015295982361,0.2964856028556824
18,0.9541401267051697,0.26957494020462036,0.00020000001,0.9559386968612671,0.2665579915046692
19,0.9562632441520691,0.269319623708725,0.00020000001,0.9655172228813171,0.18731652200222015
20,0.9588110446929932,0.2476736605167389,0.00020000001,0.9655172228813171,0.2082856446504593
21,0.9596602916717529,0.24625109136104584,0.00020000001,0.967432975769043,0.1870613396167755
22,0.956475555896759,0.2794530391693115,0.00020000001,0.967432975769043,0.17642521858215332
23,0.9579617977142334,0.2389948070049286,0.00020000001,0.967432975769043,0.177202045917511
