epoch,acc,loss,lr,val_acc,val_loss
0,0.7433121204376221,0.5168477296829224,0.01,0.6628352403640747,0.6032049655914307
1,0.8042463064193726,0.391573041677475,0.01,0.931034505367279,0.23928451538085938
2,0.8815286755561829,0.2809010446071625,0.01,0.8908045887947083,0.22612853348255157
3,0.9084925651550293,0.22100581228733063,0.01,0.8716475367546082,0.2659006118774414
4,0.9182590246200562,0.19082936644554138,0.01,0.7931034564971924,0.7351577877998352
5,0.9309978485107422,0.165461465716362,0.01,0.9521072506904602,0.13143843412399292
6,0.9356687664985657,0.1599886268377304,0.01,0.8467432856559753,0.42280253767967224
7,0.9365180730819702,0.15015625953674316,0.01,0.954023003578186,0.12255621701478958
8,0.9439490437507629,0.1359906792640686,0.01,0.9482758641242981,0.1297217458486557
9,0.9462844729423523,0.1356181800365448,0.01,0.959770143032074,0.114348866045475
10,0.9490445852279663,0.12538303434848785,0.01,0.961685836315155,0.10879801213741302
11,0.9488322734832764,0.124211885035038,0.01,0.9712643623352051,0.08065780997276306
12,0.95307856798172,0.11817996203899384,0.01,0.9578543901443481,0.10647114366292953
13,0.9535031914710999,0.11327879130840302,0.01,0.9444444179534912,0.13311900198459625
14,0.9547770619392395,0.10981424897909164,0.01,0.9655172228813171,0.08477240800857544
15,0.9579617977142334,0.10279138386249542,0.01,0.7432950139045715,1.9702527523040771
16,0.9513800144195557,0.12007522583007812,0.01,0.9655172228813171,0.09040293842554092
17,0.9653927683830261,0.08809415996074677,0.0019999999,0.9712643623352051,0.07087676227092743
18,0.9653927683830261,0.08468613028526306,0.0019999999,0.9712643623352051,0.07135514169931412
19,0.9656050801277161,0.0844096839427948,0.0019999999,0.9712643623352051,0.07197773456573486
20,0.9662420153617859,0.08351568132638931,0.0019999999,0.969348669052124,0.07905756682157516
21,0.9668790102005005,0.08292727172374725,0.0019999999,0.967432975769043,0.06637254357337952
22,0.9675159454345703,0.08275721967220306,0.0019999999,0.9712643623352051,0.0738639160990715
23,0.9653927683830261,0.08207133412361145,0.0019999999,0.946360170841217,0.13842132687568665
24,0.9668790102005005,0.08154845982789993,0.0019999999,0.9712643623352051,0.0729445144534111
25,0.9675159454345703,0.08086199313402176,0.0019999999,0.967432975769043,0.07815533876419067
26,0.9670913219451904,0.07925210893154144,0.0019999999,0.959770143032074,0.08852546662092209
27,0.9677282571792603,0.07675846666097641,0.00039999996,0.9712643623352051,0.06719103455543518
28,0.9702759981155396,0.07660482823848724,0.00039999996,0.969348669052124,0.0727112740278244
29,0.9692144393920898,0.07648134976625443,0.00039999996,0.9712643623352051,0.06866253912448883
30,0.9698513746261597,0.07623662054538727,0.00039999996,0.9712643623352051,0.06749553233385086
31,0.9709129333496094,0.0760493203997612,0.00039999996,0.9712643623352051,0.06735850870609283
32,0.9704883098602295,0.07557356357574463,7.999999e-05,0.9712643623352051,0.06916167587041855
33,0.9700636863708496,0.07549227029085159,7.999999e-05,0.9712643623352051,0.06914930045604706
34,0.9696390628814697,0.07547483593225479,7.999999e-05,0.9712643623352051,0.06963672488927841
35,0.96878981590271,0.07537730783224106,7.999999e-05,0.9712643623352051,0.06860318034887314
36,0.9704883098602295,0.07538890093564987,7.999999e-05,0.9712643623352051,0.0695723220705986
37,0.9698513746261597,0.07525802403688431,1.5999998e-05,0.9712643623352051,0.06940741837024689
38,0.9698513746261597,0.07525254786014557,1.5999998e-05,0.9712643623352051,0.06943703442811966
39,0.9700636863708496,0.07524609565734863,1.5999998e-05,0.9712643623352051,0.06960339844226837
40,0.9698513746261597,0.07523688673973083,1.5999998e-05,0.9712643623352051,0.06954598426818848
41,0.9696390628814697,0.07523176074028015,1.5999998e-05,0.9712643623352051,0.06950413435697556
42,0.9698513746261597,0.07521824538707733,1e-05,0.9712643623352051,0.0694742426276207
43,0.9698513746261597,0.07521049678325653,1e-05,0.9712643623352051,0.06943981349468231
44,0.9698513746261597,0.07521098852157593,1e-05,0.9712643623352051,0.06942475587129593
45,0.9700636863708496,0.07520170509815216,1e-05,0.9712643623352051,0.06938128173351288
46,0.9698513746261597,0.07519841939210892,1e-05,0.9712643623352051,0.06934116035699844
47,0.9698513746261597,0.07519790530204773,1e-05,0.9712643623352051,0.06933409720659256
48,0.9700636863708496,0.07518996298313141,1e-05,0.9712643623352051,0.06927154958248138
49,0.9700636863708496,0.07518786191940308,1e-05,0.9712643623352051,0.06944897770881653
